Content;Label
'I would recommend "Essential Truthes of the Christian Faith" by RC Sproul. It is copywrited 1992 from Tyndale House Publishers. Sproul offers concise  explanations, in simple language, of around 100 different Christian  doctrines, grouped by subject. I think it would be particularly good for newer Christians (and older Christians suffering spiritual malnutrition), as it gives a Biblically sound basic treatment of the issues, avoiding  long in-depth analysis that can wait until after you know the basics.';3
'I find these to be intriguing remarks.   Could you give us a bit more explanation here?   For example, which religion is anti-semitic, and which aesthetic?';0
'While in grad school, I remember a biochemistry friend of mine working with "heat shock proteins". Apparently, burning protein will induce changes in he DNA. Whether these changes survive the denaturing that occurs during digestion I dont know, but I never eat burnt food because of this.   Also, many woods contain toxins. As they are burnt, it would seem logical that some may volatilise, and get into the BBQed food. Again, I dont know if these toxins (antifungal and anti-woodeater compounds) would survive the rather harsh conditions of the stomach and intestine, and then would they be able to cross the intestinal mucosa?  Maybe someone with more biochemical background than myself (which is almost *anyone*... :)) can shed some light on heat shock proteins and the toxins that may be in the wood used to make charcoal and BBQ.';2
'Dear Tim:  You say that you were a "catholic," but if you do not believe in the Christian God (I suppose that means the God of the Bible) and publicly state this,    you are in all probability not a Roman Catholic.  "Public heretics, even those who err in good faith (material heretics), do not belong to the body of the Church" (Fundamentals of Catholic Dogma, 1960, Ludwig Ott, p. 311).  All is not lost, however, as you still might belong spiritually to the Church by your desire to belong to it.  As you said, only God can judge the condition of a mans soul.  About judgment, on the other hand, St. Paul  1 Cor 5:12) urges Christians to judge their fellow Christians.  Following the Apostles teaching, I judge that you should reconsider    returning to the Christian fold and embrace the God of Abraham, Isaac, and Jacob.  He is the God who lives.    Concerning what you were told about non-believers when you were a catholic, that is true.  As I have posted before, Vatican II (Lumen Gentium, II,    n. 16) teaches: "Those who, through no fault of their own, do not know the Gospel of Christ or His Chruch, but who nevertheless seek God with a sincere heart, and moved by grace, try in their actions to do His will as they know it through the dictates of their conscience - those too may achieve eternal salvation."    Responding to your solicitation for opinions on the thinking processes of God, the best I can do is refer you to Scripture.  Scripture is one of the best sources for learning what can be known about God.    Stick with the best. --  boundary, the catechist';3
'Yes, worshipping Jesus as the super-saver is indeed hero-worshipping of the grand scale. Worshipping Lenin that will make life pleasant for the working people is, eh, somehow similar, or what.   The notion of Lenin was on the borderline of supernatural insights into how to change the world, he wasnt a communist God, but he was the man who gave presents to kids during Christmas.    Dont know what they were, but they were fanatics indeed.  Cheers, Kent';0
'Welcome aboard!   (I think you just answered your own question, there)   Most responses were against his postings that spouted the fact that all atheists are fools/evil for not seeing how peachy Islam is. I would leave the pro/con arguments of Islam to Fred Rice, who is more level headed and seems to know more on the subject, anyway.   How did you know I was going to welcome you abord?!?';0
'TDB> 12. Disease introduced to Brazilian * oher S.Am. tribes: x million  To be fair, this was going to happen eventually.  Given time, the Americans would have reached Europe on their own and the same thing would have  happened.  It was just a matter of who got together first.';0
'Please, define cell church.  I missed it somewhere in the past when this was brought up before.';3
':In article <1993Apr22.205341.172965@locus.com> Michael Trofimoff, :>Would anyone out there in net-land happen to have an :>authentic, sure-fire way of making this great sauce that :>is used to adorn Gyros and Souvlaki? : :Im not sure of the exact recipe, but Im sure acidophilus is one of :the major ingredients.   :-) :  The only recipies Ive ever seen for this include plain yogurt, finely chopped cucumber and a couple of crushed cloves of garlic -- yummy.';2
'Good heavens, you mean my good friend Wes Collins, who took his wife and two  small children into the jungles of Guatemala, despite dangers from primitive  conditions and armed guerillas, so that the indigenous people groups their  could have the Bible in their native languages--the young man who led Bible  studies in our church, who daily demonstrated and declared his deep abiding  faith in the Lord of Love--you mean he really was a sneaky imperialistic *SPY*  whose _real_ reason for going was to exploit and oppress the ignorant and  unsuspecting masses?  Imagine my surprise!  I never would have thought it of  him.  How was this terrible deceit discovered?  What exactly was the "cultural  interference" they were caught committing?  Attempting to persuade the locals  that their ancestral gods were false gods, and their sacrifices (including  human sacrifices in some cases) were vain?  Destroying traditional lifestyles  by introducing steel tools, medical vaccines, and durable clothes?  Oh and by  the way, who did the denouncing?  I am terribly shocked to hear that my friend Wes, who seemed so nice, was  really such a deceitful tool of the devil.  Please provide me with specific  documentation on this charge.  There is some risk that I may not believe it  otherwise.';3
'A brain abscess is an infection deep in the brain substance.  It is hard to cure with antibiotics, since it gets walled off, and usually, it needs surgical drainage.    --  ---------------------------------------------------------------------------- Gordon Banks  N3JXP      | "Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."';2
'Why dont you just look it up in the Merk? Or check out the medical dictionary cite which a doctor mentioned earlier in this thread?    Among others, see Olneys  "Excitotoxic Food Aditives - Relevance of Animal Studies to Human Safety" (1982) Neurobehav. Toxicol. Teratol. vol 6: 455-462.  Im sure PETA would love to hear your arguments.   Whose talking about "food science"? What is this comment supposed to mean? *Neurotoxicology and Tratology*, *Brain Research*, *Nature*, *Progress in Brain Research*: all fine food science journals. ;-)   Then you would know that Olney himself has casually  referred to "Chinese Restaurant Syndrome" in a few articles. Why dont *you* point us to some studies? Maybe then this exchange could be productive.   Theyre unable to metabolise it.   Who said anything about received wisdom? There is no question that orally administered doses of MSG are capable of destroying nearly all neurons in the arcuate nucleus of the hypothalamus and the median eminence. These areas are responsible for the production of hormones critical to normal neuroendocrine function and the normal development of the vertabrate organism. Humans are vertebrates. Now what, pray tell, do you think will happen when the area of the brain necessary for the normal rhythm of gonadotropin release is missing? Are you trying to say that humans have no need of their pituitary, ANH, and ME, of that part of the brain that is responsible for controlling the realease (albeit indirectly) of estradiol and testosterone?   How do you expect anyone to do the studies on this? Its unethical to "sacrifice" humans to check out what effects chronic, acute, etc doses of these compounds are having on the brain tissue in humans.  The food industry knows this. Thats why the animal model is used in medicine and psych.  If youre talking about straight sensitivity, it would be useful to define the term.  There are plenty of studies on psychoneuroimmunology showing the link between attitude and physiology.  I suspect we may be arguing about separate things; *only* adult sensitivities (You), and late-occuring sequelae of childhood ingestion and its implication for adults (me).  Certainly the doses for excitotoxicity in adults are considerably larger than for the young, but the additivity of Glu and Asp, and their copious and increased presence in modern processed foods (jointly), and their hidden presence in HVP, necessitates extreme caution. Why would anyone want to eat compounds which have been shown to markedly perturb the endocrine system in adults?  The main point is *blood levels* attained, and oral doses would likely have to be greater than SC.    Olneys work provides a putative causal mechanism for some sensitivities. Terry, Epelbaum and Martin have shown that orally administered MSG causes changes in normal gonadotropic hormone fluctutations in adults. Glu also was found to induce immediate and persistant supression of rhythmic GH secretion, and to induce rapid and transient release of prolactin in adults chronically exposed to MSG. GH is responsible not only for control of growth during development, but also converts glycogen into glucose. Could this be the cause of headaches? I dont know.';2
'GB> From: geb@cs.pitt.edu (Gordon Banks) GB> >(I am excepting migraine, which is arguably neurologic). GB> I hope you meant "inarguably".  Given the choice, I would rather argue <g>.  No arguments about migranous aura; in fact, current best evidence is that aura is intrinsicially neuronal (a la spreading depression of Leao) rather than vascular (something causing vasoconstriction and secondary neuronal ischemia).  Migraine without aura, however, is a fuzzier issue.  There do not seem to be objectively measurable changes in brain function.  The Copenhagen mafia (Lauritzen, Olesen, et al) have done local CBF studies on migraine without aura, and (unlike migraine with aura, but like tension-type) they found no changes in LCBF.  From one (absurd) perspective, *all* pain is neurologic, because in the absence of a nervous system, there would not be pain.  From another (tautologic) perspective, any disease is in the domain of the specialty that treats it.  Neurologists treat headache, therefore (at least in the USA) headache is neurologic.  Whether neurologic or not, nobody would disagree that disabling headaches are common.  Perhaps my fee-for-service neurologic colleagues, scrounging for cases, want all the headache patients they can get.  Working on a salary, however, I would rather not fill my office with patients holding their heads in pain.';2
': Ive been trying to view .tga files created in POVRAY.  I have the Diamond : SpeedStar 24 Video board (not the _24X_).  So far I can convert them to : jpeg using cjpeg and view them with CVIEW but that only displays 8 bit color. .. : Just want to see the darn things in real color...  I have an ATI ultra pro card, and have found that the easiest way to view true color images is using their windows drivers and something like winjpeg or photofinish.    If anyone has a non-windows solution, Id love to hear it!';1
'Well, it wasnt that way for Enoch and Elijah, both of whom were translated directly into heaven.  Its beyond my grasp why some object that Mary, who was far greater than either Enoch or Elijah, should not benefit from the same privelege they recieved.  She was after all, Mother of God, full of grace, and immaculate.   And in St. Germain of Constantinople and St. John of Damascus, and in St. Andrew of Crete, among others.  And it should be noted that the Monophysite Chruches of Egypt and Syria also hold to this belief as part of divine revelation, even though they broke away from the unity of the Chruch in 451 AD by rejecting the Council of Chalcedon.  It might be argued by some Protestants that the Catholics and Orthodox made this belief up, but the Monophysites, put a big hole in that notion, as they also hold the belief, and they split from the Chruch before the belief was first annunciated in writing (as far as is known, much has been lost from the time of the Fathers).';3
'....................   This example is probably wrong.  There is the case of one famous physicist telling another that he was probably wrong.  As I recall the quote:  	Your ideas are crazy, to be sure.  But they are not crazy 	enough to be right.  The typical screwball is only somewhat screwy.';2
'The quotation marks should enclose "laws," not "must."  If there were no such rules, even instinctive ones or unwritten ones, etc., then surely some sort of random chance would lead a chimp society into chaos.';0
'It can suppress secretion of prolactin.  Is useful in cases of galactorrhea. Some adenomas of the pituitary secret too much.  --  ---------------------------------------------------------------------------- Gordon Banks  N3JXP      | "Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."';2
'To start with, no methodology or form of reasoning is infallible.  So theres a question of how much certainty we are willing to pay for in a given context.  Insistence on too much rigor bogs science down completely and makes progress impossible.  (Expenditure of sufficiently large sums of money and amounts of time can sometimes overcome this.)  On the other hand, with too little rigor much is lost by basing work on results which eventually turn out to be false.  There is a morass of studies contradicting other studies and outsiders start saying  "You people call THIS science?"   (My opinion, for what its worth, is that one sees both these phenomena happening simultaneously in some parts of psychology.)    Some subjective judgement is required to decide on the level of rigor appropriate for a particular investigation.  I dont believe it is  ever possible to banish subjective judgement from science.     My second point, though, is that highly capable people can often make extremely reliable judgements about scientific validity even when using methodology considered inadequate by the usual standards.  I think this is true of many scientists and I think it is true of many who approach their discipline in a way that is not generally recognized as scientific.  Within mathematics, I think there are several examples, especially before the twentieth century.  One conspicuous case is that of Riemann, who is famous for many theorems he stated but did not prove.  (Later  mathematicians did prove them, of course.)    I think that for a good scientist, empirical investigation is often not so much a matter of determining what is true and whats not  as it is a  matter of convincing other people.  (People have proposed lots of  incompatible definitions of science here, but I think the ability to  objectively convince others of the validity of ones results is an essential element.  Not that one can necessarily do that at every step  of the scientific process, but I think that if one is not moving toward  that goal then one is not doing science.)  When a person other than a scientist is quite good at what he does and seems to be very successful at it, I think that his judgements are also worthy of respect and that his assertions are well worth further investigation.     Admittedly, my question was not at all well posed.  A considerable amount of effort in a "serious scholarly investigation" such as I suggested would be required simply to formulate an appropriately  specific question to try and answer.    The "science" I was thinking of in my question is the actual science  currently practiced now in the last decade of the twentieth century.   I certainly wasnt thinking of some idealized science or the mere use  of "reason and observation."  One thing I had in mind in my suggestion was the question as to whether in many cases the subjective judgements of skilled and experienced practitioners might be more reliable than statistical studies.    Since Russell Turpin seems to be much more familiar than I am with the study of scientific methodology, perhaps he can tell us if there  is any existing research related to this question.    -- In the arguments between behaviorists and cognitivists, psychology seems  less like a science than a collection of competing religious sects.';2
'No, VGALIB?  Amazing..  I guess it was lost in all those subdirs :-) Thanks for correcting me.  It doesnt sound very appealing though, only 320x200?  Im glad it wasnt something major I missed.';1
'There is another useful method based on Least Sqyares Estimation of the sphere equation parameters.  The points (x,y,z) on a spherical surface with radius R and center (a,b,c) can be written as      (x-a)^2 + (y-b)^2 + (z-c)^2 = R^2  This equation can be rewritten into the following form:       2ax + 2by + 2cz + R^2 - a^2 - b^2 -c^2 = x^2 + y^2 + z^2  Approximate the left hand part by   F(x,y,z) = p1.x + p2.x + p3.z + p4.1  For all datapoints, i.c. 4, determine the 4 parameters p1..p4 which minimise the average error |F(x,y,z) - x^2 - y^2 - z^2|^2.  In Numerical Recipes in C can be found algorithms to solve these parameters.  The best fitting sphere will have  - center (a,b,c) = (p1/2, p2/2, p3/2) - radius R = sqrt(p4 + a.a + b.b + c.c).  So, at last, will this solve you sphere estination problem, at least for the most situations I think ?.';1
'I think thats the correct spelling.. 	I am looking for any information/supplies that will allow do-it-yourselfers to take Krillean Pictures. Im thinking that education suppliers for schools might have a appartus for sale, but I dont know any of the companies. Any info is greatly appreciated. 	In case you dont know, Krillean Photography, to the best of my knowledge, involves taking pictures of an (most of the time) organic object between charged plates. The picture will show energy patterns or spikes around the object photographed, and depending on what type of object it is, the spikes or energy patterns will vary. One might extrapolate here and say that this proves that every object within the universe (as we know it) has its own energy signature.';2
'Which Version of the Bible do you consider to be the most accurate translation?';3
'(MODERATOR: THIS IS A REPLACEMENT FOR AN EARLIER, MORE CLUMSILY WORDED SUBMISSION ON THE SAME TOPIC WHICH I SUBMITTED A FEW MINUTES AGO.)  I think we need to distinguish etymology from meaning.  Regardless of how the word Easter *originated*, the fact is that it does not *now* mean anything to Christians other than the feast day of the Resurrection of Jesus Christ.   The meaning of a word is _only_ what people understand it to mean.  And the same goes for other cultural practices.  The festival of Easter may possibly have some historical association with some pagan festival, but *today* there are, as far as I know, no Christians who *intend* to honor any kind of "pagan goddess" by celebrating Easter.  It is nonsense to say "this word (or this practice) really means so- and-so even though nobody realizes it."  Words and practices dont mean things, people do.    (This is basic semantics; Im a linguist; they pay me to think about things like this.) --  :-  Michael A. Covington, Associate Research Scientist        :    ***** :-  Artificial Intelligence Programs      mcovingt@ai.uga.edu :  ********* :-  The University of Georgia              phone 706 542-0358 :   *  *  * :-  Athens, Georgia 30602-7415 U.S.A.     amateur radio N4TMI :  ** *** **  <><';3
'A friend of mine is having some symptoms and has asked me to post the following information.  A few weeks ago, she noticed that some of her hair was starting to fall out.  She would touch her head and strands of hair would just fall right out. (by the way, she is 29 or 30 years old).   It continued to occur until she had a bald spot about the size of a half dollar.  Since that time, she  has gotten two more bald spots of the same size.  Other symptoms shes described include:  several months of an irregular menstrual cycle (which is strange for her, because she has always been extremely regular); laryngitis every few days -- she will wake up one morning and have almost no voice, and then the next day its fine; dizzy spells -- she claims that shes had 4 or 5 very bad dizzy spells early in the morning, including one that knocked her to the ground; and general fatigue.  She went to a dermatologist first who couldnt find any reason for the symptoms and sent her to an internist who suspected thyroid problems.  He did the blood work and claims that everything came back normal.    Shes very concerned and very confused.  Does anyone have any ideas or suggestions?  I told her that I thought she should see an endocrinologist.  Does that sound like the right idea?  ** By the way, in case you are going to ask...no, she has recently taken any medications that would cause these symptoms...no, she hasnt recently changed her hair products and she hasnt gotten a perm,  coloring, or other chemical process that might cause hair to fall out.';2
'does anyone know?  --';2
'If I believed in the God of the bible I would be very fearful of making this statement. Doesnt it say those who judge will be judged by the same measure?    A God who must motivate through fear is not a God worthy of worship. If the God Jesus spoke of did indeed exist he would not need hell to convince people to worship him.   It was the myth of hell that made me finally realize that the whole thing was untrue. If it hadnt been for hell I would still be a believer today. The myth of hell made me realize that if there was a God that he was not the all knowing and all good God he claimed to be. Why should I take such a being at his word, even if there was evidence for his existance?';3
'I wrote...  and it has since turned out that all the mirror sites I looked at were  fooled by a restructuring at the original site - zaphod.ncsa.uiuc.edu -  and hence were in a mess. That and a pointer to imconv should get me started. Ta muchly.  Cheers 	Markus';1
'The following is a survey we are conducting for a term project in a philosophy class. It is not meant to give us anything interesting statistically; we want to hear what kind of voices there are out there. We are not asking for full- blown essays, but please give us what you can.  As I do not read these groups often, please email all responses to me at shimpei@leland.stanford.edu. As my mail account is not infinite, if you can delete the questions and just have numbered answers when you write back I would really appreciate it.  Since we would like to start analyzing the result as soon as possible, we would like to have the answers by April 30. If you absolutely cannot make it by then, though, we would still liken to hear your answer.  If anyone is interested in our final project please send a note to that effect would like to have the answers by April 30. If you absolutely cannot make it by then, though, we would still like to hear your answer.  If anyone is interested in our final project please send a note to that effect (or better yet, include a note along with your survey response) and Ill try to email it to you, probably in late May.  SURVEY:  Question 1) Have you ever had trouble reconciling faith and reason? If so, what was the trouble? (For example: -Have you ever been unsure whether Creationism or Evolutionism                holds more truth?               -Do you practice tarot cards, palm readings, or divination that                conflicts with your scientific knowledge of the world?               -Does your religion require you to ignore physical realities that                you have seen for yourself or makes logical sense to you?) Basically, we would like to know if you ever _BELIEVED_ in something that your _REASON_tells you is wrong.  Question 2) If you have had conflict, how did/do you resolve the conflict?  Question 3) If you havent had trouble, why do you think you havent? Is there a set of guidelines you use for solving these problems?  Thank you very much for your time.     --  Shimpei Yamashita, Stanford University       email:shimpei@leland.stanford.edu              "There are three kinds of mathematicians:                those who can count and those who cant."';3
'Are we talking about me, or the majority of the people that support it? Anyway, I think that "revenge" or "fairness" is why most people are in favor of the punishment.  If a murderer is going to be punished, people that think that he should "get what he deserves."  Most people wouldnt think it would be fair for the murderer to live, while his victim died.   Perhaps you think that it is petty and pathetic, but your views are in the minority.   Where are we required to have compassion, forgiveness, and sympathy?  If someone wrongs me, I will take great lengths to make sure that his advantage is removed, or a similar situation is forced upon him.  If someone kills another, then we can apply the golden rule and kill this person in turn. Is not our entire moral system based on such a concept?  Or, are you stating that human life is sacred, somehow, and that it should never be violated?  This would sound like some sort of religious view.    Once a criminal has committed a murder, his desires are irrelevant.  And, you still have not answered my question.  If you are concerned about the death penalty due to the possibility of the execution of an innocent, then why isnt this same concern shared with imprisonment.  Shouldnt we, by your logic, administer as minimum as punishment as possible, to avoid violating the liberty or happiness of an innocent person?';0
'If you force me to do something, am I morally responsible for it?   Well, make up your mind.    Is it to be "instinctive not to murder" or not?   Its not even correct.    Animals of the same species do kill one another.   Sigh.   I wonder how many times we have been round this loop.  I think that instinctive bahaviour has no moral significance. I am quite prepared to believe that higher animals, such as primates, have the beginnings of a moral sense, since they seem to exhibit self-awareness.   So what?     Are you trying to say that some killing in animals has a moral significance and some does not?   Is this your natural morality>    Are you blind?   What do you think that this sentence means?  	"There must be the possibility that the organism - its not  	just people we are talking about - can consider alternatives."  What would that imply?   I find the fact that they do to be significant.';0
'Hi, can anyone direct me to map type gifs?   I am interesting in cartography and would find these gifs useful.  tia,';1
'If people are going to do this, I really wish they would tell me first. Id be happy to go over the insert (in the PDR) with them and explain everything.  All too many patients read the insert and panic and then on the next visit sheepishly admit they were afraid to take the drug and we are starting over again at square one.  Some of them probably didnt even come back for followup because they didnt want to admit they wouldnt take the drug or thought I was trying to kill them or something.  What people dont understand about the inserts is that they report every adverse side effect ever reported, without substantiating that the drug was responsible.  The insert is a legal document to slough liability from the manufacturer to the physician if something was to happen.  If patients want to have the most useful and reliable information on a drug they would be so much better off getting hold of one of the AMA drug evaluation books or something similar that is much more scientific. There are very few drugs that someone hasnt reported a death from taking. Patients dont realize that and dont usually appreciate the risks to themselves properly.  Im sure Herman is going to "go ballistic", but so be it.  Another problem is that probably most drugs have been reported to cause impotence.  Half the males who read that will falsely assume it could permanently cause them to lose sexual function and so will refuse to take any drug like that.  This can be a real problem for PDR readers.  There needs to be some way of providing patients with tools geared to them that allow them to get the information they need. I am involved in a research project to do that, with migraine as the domain.  It involves a computer system that will provide answers to questions about migraine as well as the therapy prescribed for the patient. For common illnesses, such as migraine and hypertension, this may help quite a bit.  The patient could spend as much time as needed with the computer and this would then not burden the physician.  Clearly, physicians in large part fail to answer all the questions patients have, as is demonstrated over and over here on the net where we get asked things that the patients should have found out from their physician but didnt.  Why they didnt isnt always the physicians fault either. Sometimes the patients are afraid to ask.  They wont be as afraid to ask the system, we hope. --  ---------------------------------------------------------------------------- Gordon Banks  N3JXP      | "Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."';2
'Im surprised nobody mentioned that twitching of the eyelid can be a symptom of an infection, especially if it also itches or stings. (It happened to me, and antibiotic eyedrops cleared it up nicely.)';2
'False dichotomy.  You claimed the killing were *not* religiously motivated, and Im saying thats wrong.   Im not saying that each and every killing is religiously motivate, as I spelled out in detail.    Does anyone else see the contradiction in this paragraph?    Sorry, Frank, but what I put in quotes is your own words from your posting <1qi83b$ec4@horus.ap.mchp.sni.de>.  Dont tell us now that  its a different claim.   If you can no longer stand behind your  original claim, just say so.';0
'Larry L. Overacker writes, responding to Simon:     I may be interesting to see some brief selections posted to the    net.  My understanding is that SSPX does not consider ITSELF in    schism or legitimately excommunicated.  But thats really beside    the point.  What does the Roman Catholic church say?    Excommunication can be real apart from formal excommunication, as    provided for in canon law.  Heres some of the theology involved for the interested.  There is confusion over this issue of the SSPXs "schism"; often the basic problem is lack of an ability to distinguish between:  - true obedience - false obedience - disobedience - schism  Take the various classifications of obedience first.  There are 2 important elements involved here for my purposes:  1) a command 2) the response made to the command  As far as the command goes, commands can be LEGITIMATE, such as the Pope ordering Catholics to not eat meat on Fridays.  Or they can be ILLEGITIMATE, such as the Pope ordering Catholics to worship the god Dagon when every other full moon comes around.  As far as the response to a command goes, it can be to REFUSE to do what is commanded, or to COMPLY.  Making a table, there are thus 4 possibilites:  command         response            name ----------------------------------------------------- LEGITIMATE      COMPLY              true obedience ILLEGITIMATE    REFUSE              true obedience LEGITIMATE      REFUSE              disobedience ILLEGITIMATE    COMPLY              false obedience  So now you see where my 3 classifications of obedience come from.  Obedience is not solely a matter of compliance/refusal.  The nature of the commands must also be taken into account; it is not enough to consider someones compliance or refusal and then say whether they are "obedient" or "disobedient".  You also have to take into consideration whether the commands are good or bad.  In my example, if the Pope commands all Catholics to worship the god Dagon, and they all refuse, they arent being disobedient at all!  As far as the Society of Saint Pius X goes, they are certainly refusing to comply with certain things the Pope desires.  But that alone is insufficient to allow one to label them "disobedient".  You also have to consider the nature of the Papal desires.  And theres the rub: SSPX says the Popes since Vatican II have been commanding certain very bad things for the Church.  The Popes have of course disagreed.  So where are we?  Are we in another Arian heresy, complete with weak Popes?  Or are the SSPX priests modern Martin Luthers?  Well, the only way to answer that is to examine who is saying what, and what the traditional teaching of the Church is.  The problem here is that very few Catholics have much of an idea of what is really going on, and what the issues are.  The religion of American Catholics is especially defective in intellectual depth.  You will never read about the issues being discussed in the Catholic press in this country.  (On the other hand, one Italian Catholic magazine I get -- 30 Days -- has had interviews with the Superior General of the Society of Saint Pius X.)  Many Catholics will decide to side with the Pope.  There is some soundness in this, because the Papacy is infallible, so eventually some Pope *will* straighten all this out.  But, on the other hand, there is also unsoundness in this, in that, in the short term, the Popes may indeed be wrong, and such Catholics are doing nothing to help the situation by obeying them where theyre wrong.  In fact, if the situation is grave enough, they sin in obeying him.  At the very least, theyre wasting a great opportunity, because they are failing to love Christ in a heroic way at the very time that He needs this badly.  Schism... lets move on to schism.  What is it?  Schism is a superset of disobedience (refusal to obey a legitimate command).  All schismatics are disobedient.  But its a superset, so it doesnt work the other way around: not all disobeyers are schismatics.  The mere fact that the SSPX priests dont comply with the Holy Fathers desires doesnt make them schismatics.  So what is it that must be added to disobedience to constitute a schism?  Maybe this something else makes the SSPX priests schismatics.  You must add this: the rejection of the right to command.  Look in any decent reference on Catholic theology, and thats what youll find: the distinguishing criterion of schism is rejection of the right to command.  Heres what the Catholic Encyclopedia says, for example:      ... not every disobedience is a schism; in order to possess this     character it must include besides the trangression of the commands     of superiors, denial of their Divine right to command.     (from the CE article "Schism")  Is the Society of Saint Pius X then schismatic?  The answer is a clear no: they say that the Pope is their boss.  They pray for him every day.  And thats all that matters as far as schism goes.  What all this boils down to is this: if we leave aside the consideration of the exact nature of their objections, their position is a legitimate one, as far as the Catholic theology of obedience and schism goes.  They are resisting certain Papal policies because they think that they are clearly contrary to the traditional teaching of the Papacy, and the best interests of the Church.  (In fact, someone who finds himself in this situation has a *duty* to resist.)  Now, what is the stance of Rome on all this?  Well, if you read the Holy Fathers motu proprio "Ecclesia Dei", you can find out.  Its the definitive document on the subject.  A motu proprio is a specifically Papal act.  Its not the product of a Roman congregation, a letter that the Pope has possibly never even read.  Its from the Pope himself.  His boss is God... theres no one else to complain to.  In this document, the Holy Father says, among other things:  1) The episcopal consecrations performed by Archbishop Lefebvre constituted a schismatic act.  2) Archbishop Lefebvres problem was a misunderstanding of the nature of Tradtion.  Both are confusing: I fail to see the logic of the Popes points.  As far as the episcopal consecrations go, I read an interesting article in a translation of the Italian magazine "Si Si No No".  It all gets back to the question of jurisdiction.  If episcopal consecrations imply rejection of the Popes jurisdiction, then they would truly constitute a schismatic act, justifying excommunication under the current code of canon law.  But my problem with this is this: according to the traditional theology of Holy Orders, episcopal consecration does not confer jurisdiction.  It only confers the power of Order: the ability to confect the Sacraments.  Jurisdiction must be conferred by someone else with the power to confer it (such as the Pope).  The Society bishops, knowing the traditional theology quite well, take great pains to avoid any pretence of jurisdiction over anyone.  They simply confer those Sacraments that require a bishop.  The "Si Si No No" article was interesting in that it posited that the reason that the Pope said what he did is that he has a novel, post-Vatican II idea of Holy Orders.  According to this idea, episcopal consecration *does* confer jurisdiction.  I lent the article to a friend, unfortunately, so cant tell you more.  I believe they quoted the new code of canon law in support of this idea.  The Popes thinking on this point remains a great puzzle to me. Theres no way there is a schism, according to traditional Catholic theology.  So why does the Pope think this?  As far as the points regarding the nature of Tradition goes, heres the passage in question:      The root of this schismatic act can be discerned in an incomplete     and contradictory notion of Tradtion.  Incomplete, because it does     not take sufficiently into the account the living character of     Tradition, which, as the Second Vatican Council clearly taught,          comes from the apostles and progresses in the Church with the         help of the Holy Spirit.  There is a growth in insight into         the realities and words that are being passed on.  This comes         about in various ways.  It comes through the contemplation and         study of believers who ponder these things in their hearts.         It comes from the intimate sense of spiritual realities which         they experience.  And it comes from the preaching of those who         have received, along with their right of succession in the         espiscopate, the sure charism of truth.      But especially contradictory is a notion of Tradition which     opposes the universal Magisterium of the Church possessed by the     Bishop of Rome and the body of bishops.  It is impossible to     remain faithful to the Tradition while breaking the ecclesial bond     with him to whom, in the person of the Apostle Peter, Christ     himself entrusted the ministry of unity in His Church.      (Papal motu proprio "Ecclesia Dei", 2 July 1988)  It seems to me that the Holy Father is making two points here that can be simplified to the following:  - Vatican Council II has happened. - I am the Pope.  The argument being that either case is sufficient to prove that Archbishop Lefebvre must be wrong, because he disagrees with them. This is weak, to say the least!  It would have helped clarify things more if the Pope had addressed Archbishop Lefebvres concerns in detail.  What is John Paul IIs stand on the social Kingship of Christ, as taught by Gregory XVI, Pius IX, Leo XIII, Pius XI and Pius XII, for example?  Are we supposed to ignore what all these Popes said on the subject?  I dont know what the future will hold, but the powers that be in the SSPX are still talking with Rome and trying to straighten things out.  --------------------------------------------------------------  [Many people would prefer to call a justified refusal to obey "justified disobedience" or even "obeying God rather than man". Calling a refusal to obey obedience puts us into a sort of Alice in Wonderland world where words mean whatever we want them to mean.  Similarly, schism indicates a formal break in the church.  If the Pope says that a schism exists, it seems to me that by definition it exists.  It may be that the Pope is on the wrong side of the break, that there is no good reason for the break to exist, and that it will shortly be healed.  But how can one deny that it does in fact exist?  It seems to me that you are in grave danger of destroying the thing you are trying to reform: the power of the papacy.  What good will it do you if you become reconciled to the the Pope in the future, but in the process, you have destroyed his ability to use the tools of church discipline?  Its one thing to hold that the Pope has misused his powers, and excommunicated someone wrongly.  Its something else to say that his excommunication did not take effect, and the schism is all in his imagination.  That means that acts of church discipline are not legal tools, but acts whose validity is open to debate.  Generally it has been liberal Catholics who have had problems with the Pope. While they have often objected to church sanctions, generally they have admitted that the sanctions exist.  You are now opening the door to people simply ignoring papal decisions, claiming to be truly obeying by disobeying, and to be in communion while excommunicated. This would seem to be precisely the denial of Divine right to command that you say defines schism.';3
'I recall reading in the recently revised edition of the "Yeast Connection" that there is indeed work by researchers to do this.  Of course, they are working on the theory that candida overbloom with penetration into mucus membrane tissue with associated "mild" inflammatory response can and does occur in a large number of people.  If you reject this "yeast hypothesis", then Id guess youd view this research as one more wasteful and quixotic endeavor.  Stay tuned.  Jon Noring  --   Charter Member --->>>  INFJ Club.';2
'So they should sue the newspaper I got it from for printing it. The article didnt say anything about copyrights.  Louis';1
